fiscal_year	Query_Run_Date	Customer	SubCustomer	ProductOrServiceArea	CompetitionClassification	ClassifyNumberOfOffers	VehicleClassification	VendorSize	SizeOfSumOfObligatedAmount	UnmodifiedUltimateDuration	Label	IDVlabel	ContractLabel	TransactionLabel	IsPerformanceBasedLogistics	SumOfobligatedAmount	SumOfnumberOfActions
2009	2017-09-13 12:23:09.423	Defense	Air Force	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	$1 - <$5 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	3809214.7500	2
2009	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large	Deobligation	>4 years	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-4012831.5000	8
2009	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	19829532.0000	4
2009	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>4 years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	2
2009	2017-09-13 12:23:09.423	Defense	Air Force	FRS&C	Limited Competition with multiple offers	10-24 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	29852.9707	2
2009	2017-09-13 12:23:09.423	Defense	Air Force	FRS&C	Unlabeled: Competition; Zero Offers	Unlabeled: Competition; Zero Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-355.8600	5
2009	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	3916866.0762	8
2009	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	14113292.3672	8
2009	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	410523.5667	4
2009	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	343151.3751	4
2009	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Unlabeled: No competition; multiple offers	Unlabeled: No competition; multiple offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	98539.4297	2
2009	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	NULL	Large: Big 6	Zero value	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	0.0000	0
2009	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>4 years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	-509782.7313	2
2009	2017-09-13 12:23:09.423	Defense	Air Force	FRS&C	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	909346.0625	1
2009	2017-09-13 12:23:09.423	Defense	Air Force	FRS&C	Unlabeled: Competition; Zero Offers	Unlabeled: Competition; Zero Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2009	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	5362596.7309	11
2009	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	592021.0000	8
2009	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-1289.5200	1
2009	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2009	2017-09-13 12:23:09.423	Defense	Air Force	ICT	No Competition (Only One Source Exception)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	46620.0000	3
2009	2017-09-13 12:23:09.423	Defense	Air Force	Other	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2009	2017-09-13 12:23:09.423	Defense	Air Force	Other	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2009	2017-09-13 12:23:09.423	Defense	Air Force	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	Zero value	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2009	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	3
2009	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	-6019516.0400	2
2009	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	873340.0313	2
2009	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	654578.9698	13
2008	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2008	2017-09-13 12:23:09.423	Defense	Navy	ERS	No Competition (Only One Source Exception)	No competition	Purchase Order	Large	Less than $250 thousand	<=2 Months	PBL-FPDSdescribed	NULL	PBL-DoD-ZBLs	PBL-FPDSdescribed	1	5850.0000	1
2008	2017-09-13 12:23:09.423	Defense	Navy	Missiles & Space	No Competition (Only One Source Exception)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	51206.0000	1
2008	2017-09-13 12:23:09.423	Defense	Navy	Other	Limited Competition with multiple offers	Two Offers	SINGLE AWARD Indefinite Delivery Contract	Large	$250 thousand - <$1 million	>7-12 Months	PBL-FPDSdescribed	NULL	PBL-DoD-ZBLs	PBL-FPDSdescribed	1	372000.0000	1
2008	2017-09-13 12:23:09.423	Defense	Navy	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>2-7 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	304173.0000	2
2008	2017-09-13 12:23:09.423	Defense	Navy	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	27384.0000	5
2008	2017-09-13 12:23:09.423	Defense	Navy	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2008	2017-09-13 12:23:09.423	Defense	Navy	PAMS	Limited Competition with multiple offers	5-9 Offers	SINGLE AWARD Indefinite Delivery Contract	Small	$1 - <$5 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	5807804.0000	7
2008	2017-09-13 12:23:09.423	Defense	Navy	PAMS	Limited Competition with multiple offers	5-9 Offers	SINGLE AWARD Indefinite Delivery Contract	Small	$250 thousand - <$1 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	818356.0000	2
2008	2017-09-13 12:23:09.423	Defense	Navy	PAMS	Limited Competition with multiple offers	5-9 Offers	SINGLE AWARD Indefinite Delivery Contract	Small	Zero value	>2-7 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	3
2009	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$100 - <$500 million	>2-7 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	246401265.0000	10
2009	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	37427156.0000	16
2009	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>2-7 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	627058.0000	10
2009	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	8661700.0000	1
2009	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	-31490.9004	1
2009	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	3
2009	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	5383258.7649	15
2009	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2009	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	Zero value	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2009	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	105751.9883	6
2009	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	36174.7695	2
2009	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	2994381.8750	2
2009	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	2922389.2500	2
2009	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	1015822.8366	14
2009	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	826606.5000	2
2009	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	340617.5313	1
2009	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	3786129.9102	5
2009	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Unlabeled: Competition; Zero Offers	Unlabeled: Competition; Zero Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	301266.4692	9
2009	2017-09-13 12:23:09.423	Defense	Air Force	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	$250 thousand - <$1 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	908131.5625	1
2009	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	Zero value	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	0.0000	0
2009	2017-09-13 12:23:09.423	Defense	Air Force	FRS&C	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	50503.4102	1
2009	2017-09-13 12:23:09.423	Defense	Air Force	FRS&C	Unlabeled: Competition; Zero Offers	Unlabeled: Competition; Zero Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	737447.5411	3
2009	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	1661807.6875	3
2009	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>4 years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	319834.7188	1
2009	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Full Competition (Multiple Offers)	10-24 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	NULL	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	NULL	1	0.0000	0
2009	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	2557627.2500	5
2009	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-2140.3701	1
2009	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	306755.8828	4
2009	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	$1 - <$5 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	2701083.6299	3
2009	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	5623078.0000	6
2009	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>4 years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	-427000.0000	2
2009	2017-09-13 12:23:09.423	Defense	Air Force	R&D	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	633802.8125	1
2009	2017-09-13 12:23:09.423	Defense	Air Force	R&D	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	23660.9004	1
2009	2017-09-13 12:23:09.423	Defense	Army	Aircraft	Full Competition (Multiple Offers)	5-9 Offers	Modified Definitive Contract	Large	$100 - <$500 million	>1-2 Years	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	304794827.8680	104
2009	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	728753.7500	1
2009	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	280594.5430	6
2009	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	811068.6363	3
2009	2017-09-13 12:23:09.423	Defense	Army	ERS	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large	$250 thousand - <$1 million	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	335030.1250	6
2009	2017-09-13 12:23:09.423	Defense	Army	ERS	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large: Big 6	$25 - <$100 million	>2-4 Years	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	45705594.8976	46
2009	2017-09-13 12:23:09.423	Defense	Army	ICT	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	1202203.3203	7
2009	2017-09-13 12:23:09.423	Defense	Army	ICT	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>4 years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	234953.2515	4
2009	2017-09-13 12:23:09.423	Defense	Army	ICT	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2009	2017-09-13 12:23:09.423	Defense	Army	PAMS	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>4 years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	621336.8008	4
2009	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Limited Competition with multiple offers	10-24 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	273384.6563	2
2009	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Limited Competition with multiple offers	10-24 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	260056.1094	4
