fiscal_year,Query_Run_Date,Customer,SubCustomer,ProductOrServiceArea,CompetitionClassification,ClassifyNumberOfOffers,VehicleClassification,VendorSize,SizeOfSumOfObligatedAmount,UnmodifiedUltimateDuration,Label,IDVlabel,ContractLabel,TransactionLabel,IsOfficialPBL,PSCscore,MaxOfIsOnlyOneSource,MaxOfIsSingleAward,LengthScore,PricingScore,SumOfobligatedAmount,SumOfnumberOfActions
2010,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,0,72000.0000,3
2010,2017-09-13 14:58:58.833,Defense,Air Force,FRS&C,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,1
2010,2017-09-13 14:58:58.833,Defense,Air Force,FRS&C,Limited Competition with multiple offers,10-24 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,1
2010,2017-09-13 14:58:58.833,Defense,Air Force,FRS&C,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,78140.5313,3
2010,2017-09-13 14:58:58.833,Defense,Air Force,FRS&C,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,22257.6406,3
2010,2017-09-13 14:58:58.833,Defense,Air Force,FRS&C,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,0,86221830.8750,14
2010,2017-09-13 14:58:58.833,Defense,Air Force,FRS&C,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,5264.3896,3
2010,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,0,674051.0000,2
2010,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,-208400.9375,3
2010,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,356564.0000,7
2010,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,145907.5698,3
2010,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,0.0000,2
2010,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Full Competition (Multiple Offers),10-24 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,1,2,0,0,0,2,0.0000,0
2011,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,-6550712.7539,12
2011,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,0,90441.0000,5
2011,2017-09-13 14:58:58.833,Defense,Air Force,FRS&C,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,0,99659193.2500,14
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,4913515.0645,10
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,345590.3902,9
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,2,6181697.8125,6
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,2,1464444.0000,3
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,0,0.0000,2
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,1
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,0,131075.6094,3
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,2917527.0186,9
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,15248.8398,1
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,1
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,No Competition (Only One Source Exception),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,0.0000,1
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,2
2011,2017-09-13 14:58:58.833,Defense,Air Force,Other,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,1
2011,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,2,2409471.5000,1
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,469825.8416,3
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,274327.1563,2
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,2
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,5109039.4786,5
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,0,13850.0000,2
2011,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,0,0.0000,2
2011,2017-09-13 14:58:58.833,Defense,Air Force,Other,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,1
2011,2017-09-13 14:58:58.833,Defense,Air Force,Other,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,1
2011,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,0,70000.0000,2
2011,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,75697.9219,3
2011,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,0,0.0000,1
2011,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$100 - <$500 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,19893589.0000,12
2011,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,31340167.0000,8
2011,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-FPDSdescribed,PBL-Announcement,NULL,PBL-FPDSdescribed,1,4,1,0,0,2,250000.0000,2
2011,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,0,211779.0000,1
2011,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,1,2,1,0,0,0,0.0000,0
2011,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,0.0000,1
2011,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,0,0.0000,1
2011,2017-09-13 14:58:58.833,Defense,Army,Electronics & Communications,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,118498.7402,6
2011,2017-09-13 14:58:58.833,Defense,Army,Electronics & Communications,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,210194.8042,7
2011,2017-09-13 14:58:58.833,Defense,Army,ERS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large,$25 - <$100 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,0,63313657.0000,17
2011,2017-09-13 14:58:58.833,Defense,Army,ICT,Full Competition (Multiple Offers),10-24 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,1,4,0,0,0,2,0.0000,0
2011,2017-09-13 14:58:58.833,Defense,Army,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>4 years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,2,2,-71180.5938,1
2011,2017-09-13 14:58:58.833,Defense,Army,PAMS,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,0,0.0000,2
2011,2017-09-13 14:58:58.833,Defense,Army,PAMS,No Competition (Only One Source Exception),No competition,Definitive Contract,Large: Big 6,$100 - <$500 million,>7-12 Months,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,71935008.0000,1
2011,2017-09-13 14:58:58.833,Defense,Army,PAMS,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6,$5 - <$25 million,>4 years,PBL-Announcement,NULL,PBL-Announcement,NULL,0,4,1,0,2,2,1349239.3906,7
2011,2017-09-13 14:58:58.833,Defense,Army,R&D,Full Competition (Multiple Offers),5-9 Offers,Modified Definitive Contract,Medium <1B,$1 - <$5 million,>4 years,PBL-GoviniDescribed,NULL,PBL-GoviniDescribed,NULL,0,2,0,0,2,0,1674280.2188,9
2011,2017-09-13 14:58:58.833,Defense,Army,R&D,No Competition (Only One Source Exception),No competition,NULL,Large: Big 6 JV,$25 - <$100 million,>4 years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,2,2,549626.1211,8
2011,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,$25 - <$100 million,>4 years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,2,2,27850001.0000,2
2011,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,7428584.0000,2
2011,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,68414.8125,1
2011,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,1,2,1361399.0000,10
2011,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>4 years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,2,2,4489308.0000,2
2011,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,52024.6493,5
2011,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,Limited Competition with multiple offers,5-9 Offers,SINGLE AWARD Indefinite Delivery Contract,Small,$250 thousand - <$1 million,>7-12 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,0,2,0,0,0,2,393210.0000,1
2011,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$100 - <$500 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,116353054.0000,13
2011,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,63115990.0000,40
2011,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,0.0000,2
2011,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,0,5970000.0000,3
2011,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,0.0000,6
2011,2017-09-13 14:58:58.833,Defense,Army,Electronics & Communications,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,3278566.9102,2
2011,2017-09-13 14:58:58.833,Defense,Army,Electronics & Communications,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,-3198974.0000,5
2011,2017-09-13 14:58:58.833,Defense,Army,Electronics & Communications,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,2,2202952.0000,8
2011,2017-09-13 14:58:58.833,Defense,Army,Electronics & Communications,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,339664.2422,6
2011,2017-09-13 14:58:58.833,Defense,Army,Electronics & Communications,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,2,130121.5078,1
2011,2017-09-13 14:58:58.833,Defense,Army,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,2,5425091.0000,2
2011,2017-09-13 14:58:58.833,Defense,DLA,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,1,2,6848625.0000,1
2011,2017-09-13 14:58:58.833,Defense,DLA,Ground Vehicles,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,Less than $250 thousand,>2-7 Months,PBL-DLA-PBLLike,PBL-DLA-PBLLike,NULL,NULL,0,2,0,0,0,2,12023.9902,1
2011,2017-09-13 14:58:58.833,Defense,DLA,PAMS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,0.0000,1
2011,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,$5 - <$25 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,0,7213104.0000,4
2011,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,0.0000,10
2011,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6 JV,$100 - <$500 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,0,118715448.0000,2
2010,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,2,2746123.4063,5
